id,name,original_price,new_price,link,scraped_at
228,"NB 880 v13 Find Your Start
Men's White/Yellow",$ 179.99,$ 130.88,/products/All-Mens-66507/Shoes-27/Running-28/NB-880-v13-Find-Your-Start-p64723/?pstart=193,2024-10-15 16:22:25.609972
229,"NB 860 V13
Men's Mercury Blue",$ 179.99,$ 133.88,/products/All-Mens-66507/Shoes-27/Running-28/NB-860-V13-p64724/?pstart=193,2024-10-15 16:22:25.609972
230,"NB Evoz V3
Men's Marine Blue",$ 139.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/NB-Evoz-V3-p64725/?pstart=193,2024-10-15 16:22:25.609972
231,"NB Evoz ST
Men's Night Sky",$ 139.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/NB-Evoz-ST-p64726/?pstart=193,2024-10-15 16:22:25.609972
232,"Brooks Ghost 16
Men's Black/Ebony/Blue",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-16-p64730/?pstart=193,2024-10-15 16:22:25.609972
233,"Brooks Glycerin GTS 21
Men's White/Sapphire/Orange",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-GTS-21-p64734/?pstart=193,2024-10-15 16:22:25.609972
234,"Mizuno Wave Inspire 20
Men's Ebony / White",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Mizuno-Wave-Inspire-20-p64736/?pstart=193,2024-10-15 16:22:25.609972
235,"Mizuno Wave Inspire 20
Men's Estate Blue / White",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Mizuno-Wave-Inspire-20-p64737/?pstart=193,2024-10-15 16:22:25.609972
236,"Altra Torin 7
Men's Gray/Red",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Torin-7-p64740/?pstart=193,2024-10-15 16:22:25.609972
237,"Mizuno Neo Vista
Men's Estate Blue / River Blue",$ 229.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Mizuno-Neo-Vista-p64741/?pstart=193,2024-10-15 16:22:25.609972
238,"Hoka Clifton 9
Men's White/White",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p64744/?pstart=193,2024-10-15 16:22:25.609972
239,"NB 860 V14
Men's Grey/Black",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-860-V14-p64747/?pstart=193,2024-10-15 16:22:25.609972
240,"Asics Gel Quantum 180 VII
Men's Black/Lime Green",$ 169.99,$ 110.00,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Quantum-180-VII-p64756/?pstart=193,2024-10-15 16:22:25.609972
241,"Mizuno Wave Rider 28
Men's White / Estate Blue",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Mizuno-Wave-Rider-28-p64811/?pstart=241,2024-10-15 16:22:30.012389
242,"Mizuno Wave Sky 8
Men's Black / Metallic Grey",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Mizuno-Wave-Sky-8-p64814/?pstart=241,2024-10-15 16:22:30.012389
243,"Mizuno Wave Sky 8
Men's Plein Air / Laser Blue",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Mizuno-Wave-Sky-8-p64815/?pstart=241,2024-10-15 16:22:30.012389
244,"On Cloudrunner 2
Men's White/Sand",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudrunner-2-p64817/?pstart=241,2024-10-15 16:22:30.012389
245,"On Cloudmonster 2
Men's White/Flame",$ 229.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudmonster-2-p64818/?pstart=241,2024-10-15 16:22:30.012389
246,"On Cloudmonster 2
Men's White/Frost",$ 229.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudmonster-2-p64819/?pstart=241,2024-10-15 16:22:30.012389
247,"On Cloudmonster 2
Men's Asphalt /Lima",$ 229.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudmonster-2-p64820/?pstart=241,2024-10-15 16:22:30.012389
248,"On Cloudrunner 2 Waterproof
Men's Magnet/Black",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudrunner-2-Waterproof-p64840/?pstart=241,2024-10-15 16:22:30.012389
249,"On Cloudsurfer Next
Men's Glacier / White",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudsurfer-Next-p64844/?pstart=241,2024-10-15 16:22:30.012389
250,"On Cloudswift 3.0
Men's Pearl / Eclipse",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudswift-30-p64846/?pstart=241,2024-10-15 16:22:30.012389
251,"Hoka Arahi 7
Men's Outer Space / White",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Arahi-7-p64848/?pstart=241,2024-10-15 16:22:30.012389
252,"Hoka Challenger ATR 7
Men's Honey / Black",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Challenger-ATR-7-p64856/?pstart=241,2024-10-15 16:22:30.012389
253,"Hoka Clifton 9
Men's Midnight / Oceanic",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p64859/?pstart=241,2024-10-15 16:22:30.012389
254,"Hoka Clifton 9
Men's Solar Flare / Lettuce",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p64860/?pstart=241,2024-10-15 16:22:30.012389
255,"Hoka Clifton 9
Men's Stardust / Electric Coba",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p64861/?pstart=241,2024-10-15 16:22:30.012389
256,"Hoka Mach 6
Men's Electric Cobalt",$ 164.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Mach-6-p64866/?pstart=241,2024-10-15 16:22:30.012389
257,"Hoka Skyward X
Men's Lettuce / Cloudless",$ 279.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Skyward-X-p64870/?pstart=241,2024-10-15 16:22:30.012389
258,"Hoka Speedgoat 6
Men's Antique Olive / Squash",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Speedgoat-6-p64871/?pstart=241,2024-10-15 16:22:30.012389
259,"Hoka Speedgoat 6
Men's Black / Stardust",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Speedgoat-6-p64872/?pstart=241,2024-10-15 16:22:30.012389
260,"Hoka Speedgoat 6
Men's Galactic Grey /Hoka Blue",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Speedgoat-6-p64873/?pstart=241,2024-10-15 16:22:30.012389
261,"Saucony Triumph 22
Men's Black/White",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Triumph-22-p64874/?pstart=241,2024-10-15 16:22:30.012389
262,"Hoka Arahi 7
Men's Stardust / Electric Coba",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Arahi-7-p64925/?pstart=241,2024-10-15 16:22:30.012389
263,"Hoka Bondi 8
Men's Electric Cobalt/Lettuce",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p64940/?pstart=241,2024-10-15 16:22:30.012389
264,"Asics Gel-Contend 8
Men's Black/Cherry Tomato",$ 99.99,$ 80.00,/products/All-Mens-66507/Shoes-27/Running-28/Asics-GelContend-8-p64954/?pstart=241,2024-10-15 16:22:30.012389
265,"Brooks Hyperion Max 2
Men's Illusion/Coral/Black",$ 239.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Hyperion-Max-2-p64961/?pstart=241,2024-10-15 16:22:30.012389
266,"Brooks Hyperion Elite 4
Unisex Illusion Blue/Coral",$ 299.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Hyperion-Elite-4-p64962/?pstart=241,2024-10-15 16:22:30.012389
267,"Hoka Mach X 2
Men's Frost / Citrus",$ 239.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Mach-X-2-p64967/?pstart=241,2024-10-15 16:22:30.012389
268,"Hoka Torrent 4
Men's Farro / Ultramarine",$ 154.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Torrent-4-p64969/?pstart=241,2024-10-15 16:22:30.012389
269,"Asics Gel Nimbus 26
Men's Evening Teal/L.Mustard",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Nimbus-26-p64989/?pstart=241,2024-10-15 16:22:30.012389
270,"Altra Escalante 4
Men's Gray",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Escalante-4-p64997/?pstart=241,2024-10-15 16:22:30.012389
271,"Altra Experience Wild
Men's Black",$ 184.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Experience-Wild-p64998/?pstart=241,2024-10-15 16:22:30.012389
272,"Altra Experience Flow
Men's Black/Black",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Experience-Flow-p65007/?pstart=241,2024-10-15 16:22:30.012389
273,"Altra Olympus 6
Men's Taupe",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Olympus-6-p65009/?pstart=241,2024-10-15 16:22:30.012389
274,"Altra Timp 5 GTX
Men's Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Timp-5-GTX-p65011/?pstart=241,2024-10-15 16:22:30.012389
275,"Altra Timp 5 Hiker GTX
Men's Black",$ 219.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Timp-5-Hiker-GTX-p65013/?pstart=241,2024-10-15 16:22:30.012389
276,"Altra TIMP 5
Men's Black",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-TIMP-5-p65015/?pstart=241,2024-10-15 16:22:30.012389
277,"Salomon Elixir Tour WP
Men's Black/Asphalt/Castlerock",$ 149.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Elixir-Tour-WP-p65025/?pstart=241,2024-10-15 16:22:30.012389
278,"Salomon Genesis
Men's Black/Electric Green",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Genesis-p65038/?pstart=241,2024-10-15 16:22:30.012389
279,"Salomon Speedcross 6
Men's Rum Raisin/Cherry Tomato",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Speedcross-6-p65040/?pstart=241,2024-10-15 16:22:30.012389
280,"Salomon Thundercross
Men's Asphalt/Sharkskin",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Thundercross-p65042/?pstart=241,2024-10-15 16:22:30.012389
281,"Salomon Xa Pro 3D V9
Men's Black/Phantom/Pewter",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Xa-Pro-3D-V9-p65044/?pstart=241,2024-10-15 16:22:30.012389
282,"Asics Gel Nimbus 26
Men's White/Birch",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Nimbus-26-p65066/?pstart=241,2024-10-15 16:22:30.012389
283,"Hoka Speedgoat 6
Men's Stormy Skies / Aqua",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Speedgoat-6-p65068/?pstart=241,2024-10-15 16:22:30.012389
284,"Brooks Adrenaline GTS 23
Men's Black/White/Silver",$ 179.99,$ 143.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Adrenaline-GTS-23-p65070/?pstart=241,2024-10-15 16:22:30.012389
285,"Hoka Clifton 9
Men's Frost / Gold",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p65078/?pstart=241,2024-10-15 16:22:30.012389
286,"Altra Paradigm 7
Men's Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Paradigm-7-p65086/?pstart=241,2024-10-15 16:22:30.012389
287,"Brooks Ghost Max 2
Men's Peacoat/Stone/Biscuit",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-Max-2-p65115/?pstart=241,2024-10-15 16:22:30.012389
288,"Brooks Ghost Max 2
Men's Ebony/Cockatoo/Blue Sapp",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-Max-2-p65117/?pstart=241,2024-10-15 16:22:30.012389
289,"NB 990 V6
Men's Navy",$ 259.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-990-V6-p65120/?pstart=289,2024-10-15 16:22:34.369744
290,"Hoka Skyflow
Men's Frost/Solar Flare",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Skyflow-p65130/?pstart=289,2024-10-15 16:22:34.369744
291,"Hoka Skyflow
Men's Varsity Navy/E.Cobalt",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Skyflow-p65131/?pstart=289,2024-10-15 16:22:34.369744
292,"Asics Gel Kayano 31 Paris
Men's Light Celadon/Yellow",$ 219.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Kayano-31-Paris-p65135/?pstart=289,2024-10-15 16:22:34.369744
293,"Asics Gel Noosa Tri 15
Men's Waterscape/Electric Lime",$ 179.99,$ 132.88,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Noosa-Tri-15-p65138/?pstart=289,2024-10-15 16:22:34.369744
294,"Hoka Clifton 9 GTX
Men's Black / Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-GTX-p65139/?pstart=289,2024-10-15 16:22:34.369744
295,"Hoka Speedgoat 6 GTX
Men's Black / Outer Orbit",$ 219.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Speedgoat-6-GTX-p65147/?pstart=289,2024-10-15 16:22:34.369744
296,"Hoka Bondi 8
Men's Lettuce/ Solar Flare",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p65152/?pstart=289,2024-10-15 16:22:34.369744
297,"Saucony Triumph 21
Men's Black/Gum",$ 209.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Triumph-21-p65192/?pstart=289,2024-10-15 16:22:34.369744
298,"Saucony Triumph 21
Men's Concrete/Black",$ 209.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Triumph-21-p65193/?pstart=289,2024-10-15 16:22:34.369744
299,"Brooks Cascadia 18
Men's Citadel/Ebony/Lime",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Cascadia-18-p65240/?pstart=289,2024-10-15 16:22:34.369744
300,"Brooks Divide 5
Men's Ebony/Sapphire/Orange",$ 139.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Divide-5-p65241/?pstart=289,2024-10-15 16:22:34.369744
301,"Brooks Ghost Max 2
Men's Black/Black/Ebony",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-Max-2-p65255/?pstart=289,2024-10-15 16:22:34.369744
302,"On Cloudmonster 2
Men's Frost/Rock",$ 229.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudmonster-2-p65327/?pstart=289,2024-10-15 16:22:34.369744
303,"Asics Gel Quantum 180 VII
Men's Black/Black",$ 169.99,$ 110.00,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Quantum-180-VII-p65375/?pstart=289,2024-10-15 16:22:34.369744
304,"Asics Gel Quantum 180 VII
Men's White/White",$ 169.99,$ 110.00,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Quantum-180-VII-p65376/?pstart=289,2024-10-15 16:22:34.369744
305,"Brooks Trace 2
Men's Run Proud",$ 139.99,$ 120.00,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Trace-2-p65420/?pstart=289,2024-10-15 16:22:34.369744
306,"Nike Interact Run
Men's Black/Grey",$ 119.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Nike-Interact-Run-p65456/?pstart=289,2024-10-15 16:22:34.369744
307,"Saucony Kinvara 14
Men's Triple Black",$ 159.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Kinvara-14-p65473/?pstart=289,2024-10-15 16:22:34.369744
308,"Saucony Omni 21
Men's Asphalt",$ 199.99,$ 120.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Omni-21-p65477/?pstart=289,2024-10-15 16:22:34.369744
309,"Saucony Peregrine 13
Men's Coffee/Black",$ 169.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-13-p65479/?pstart=289,2024-10-15 16:22:34.369744
310,"Saucony Peregrine 13
Men's Glade/Black",$ 169.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-13-p65480/?pstart=289,2024-10-15 16:22:34.369744
311,"Saucony Peregrine 13 ST
Men's Cloud/Paprika",$ 169.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-13-ST-p65488/?pstart=289,2024-10-15 16:22:34.369744
312,"Saucony Peregrine 13 ST
Men's Glade/Bronze",$ 169.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-13-ST-p65489/?pstart=289,2024-10-15 16:22:34.369744
313,"Saucony Peregrine 13 ST
Men's Vapor/Black",$ 169.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-13-ST-p65491/?pstart=289,2024-10-15 16:22:34.369744
314,"Saucony Excursion TR15
Men's Alloy/Scarlet",$ 124.99,$ 70.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Excursion-TR15-p65498/?pstart=289,2024-10-15 16:22:34.369744
315,"Saucony Freedom Crossport
Men's Black/Vizi",$ 199.99,$ 120.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Freedom-Crossport-p65501/?pstart=289,2024-10-15 16:22:34.369744
316,"Saucony Freedom Crossport
Men's Hydro/Black",$ 199.99,$ 120.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Freedom-Crossport-p65503/?pstart=289,2024-10-15 16:22:34.369744
317,"Saucony Freedom Crossport
Men's White/Black",$ 199.99,$ 120.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Freedom-Crossport-p65504/?pstart=289,2024-10-15 16:22:34.369744
318,"On Cloudsurfer Next
Men's Black / Eclipse",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudsurfer-Next-p65516/?pstart=289,2024-10-15 16:22:34.369744
319,"Hoka Cielo X1
Unisex Black /Electric",$ 309.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Cielo-X1-p65623/?pstart=289,2024-10-15 16:22:34.369744
320,"Saucony Hurricane 24
Men's Black/Carbon",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Hurricane-24-p65625/?pstart=289,2024-10-15 16:22:34.369744
321,"Brooks Ghost 16 GTX
Men's Black Mountain Red",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-16-GTX-p65641/?pstart=289,2024-10-15 16:22:34.369744
322,"NB FuelCell Rebel v4
Men's White/Bleached Lime",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-FuelCell-Rebel-v4-p65668/?pstart=289,2024-10-15 16:22:34.369744
323,"Asics Gel Nimbus 26
Men's Celadon/Light Celadon",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Nimbus-26-p65684/?pstart=289,2024-10-15 16:22:34.369744
324,"Hoka Clifton 9 GTX
Men's Black / Electric Aqua",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-GTX-p65685/?pstart=289,2024-10-15 16:22:34.369744
325,"Hoka Mach X 2
Men's Black/Electric Aqua",$ 239.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Mach-X-2-p65686/?pstart=289,2024-10-15 16:22:34.369744
326,"Brooks Glycerin Max
Men's Grey/Black/Nightlife",$ 249.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-Max-p65697/?pstart=289,2024-10-15 16:22:34.369744
327,"Hoka Clifton 9 GTX
Men's Dazzling Blue / Evening",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-GTX-p65714/?pstart=289,2024-10-15 16:22:34.369744
328,"NB 880 v14
Men's Artic Grey/Limelight",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-880-v14-p65757/?pstart=289,2024-10-15 16:22:34.369744
329,"Asics Gt 2000 11
Men's Midnight/Red",$ 179.99,$ 120.00,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gt-2000-11-p65824/?pstart=289,2024-10-15 16:22:34.369744
330,"NB FuelCell Rebel v4
Men's Grey/Black",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-FuelCell-Rebel-v4-p65829/?pstart=289,2024-10-15 16:22:34.369744
331,"Asics Novablast 4
Men's Black/Blue Expanse",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Novablast-4-p65844/?pstart=289,2024-10-15 16:22:34.369744
332,"Asics Gel Excite 9
Men's Black/White",$ 119.99,$ 80.00,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Excite-9-p65849/?pstart=289,2024-10-15 16:22:34.369744
333,"Saucony Ride 17
Men's Shadow/Pepper",$ 179.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Ride-17-p65861/?pstart=289,2024-10-15 16:22:34.369744
334,"On Cloudeclipse
Men's Alloy/White",$ 229.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudeclipse-p65862/?pstart=289,2024-10-15 16:22:34.369744
335,"Brooks Adrenaline GTS 23
Men's N.Iron/Folkstone/Sulphur",$ 179.99,$ 143.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Adrenaline-GTS-23-p65865/?pstart=289,2024-10-15 16:22:34.369744
336,"Brooks Adrenaline GTS 23
Men's Yellow/F.Iron/Orange",$ 179.99,$ 143.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Adrenaline-GTS-23-p65866/?pstart=289,2024-10-15 16:22:34.369744
337,"Brooks Adrenaline GTS 23
Men's Cloud/Golbin Blue/Lime",$ 179.99,$ 143.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Adrenaline-GTS-23-p65867/?pstart=337,2024-10-15 16:22:38.16175
338,"Hoka Bondi SR
Men's Olive Haze/Barley",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-SR-p65882/?pstart=337,2024-10-15 16:22:38.16175
339,"Brooks Glycerin GTS 21
Men's Blue / Opal/ Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-GTS-21-p63102/?pstart=337,2024-10-15 16:22:38.16175
340,"Brooks Ghost Max
Men's Black/Black/Ebony",$ 189.99,$ 150.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-Max-p62216/?pstart=337,2024-10-15 16:22:38.16175
341,"Brooks Ghost 16
Men's Primer/Grey/Lime",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-16-p63077/?pstart=337,2024-10-15 16:22:38.16175
